"Year","Entity Type","Entity Group","Entity Name","Department / Subdivision","Position","Elected Official","Judicial","Other Positions","Min Classification Salary","Max Classification Salary","Reported Base Wage","Regular Pay","Overtime Pay","Lump-Sum Pay","Other Pay","Total Wages","Defined Benefit Plan","Employees Retirement Cost Covered","Deferred Compensation Plan","Health Dental Vision","Total Retirement and Health Cost","Pension Formula","Entity URL","Entity Population","Last Updated"
"2012","City","","Anaheim","Public Utilities","Associate Power Engineer","","","","84509","121481","","111690","0","6272","0","117962","22294","8444","0","17284","48022","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Associate Power Engineer","","","","84509","121481","","114528","0","4176","0","118704","22860","8658","0","13498","45016","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Associate Power Engineer","","","","84509","121481","","89795","0","6519","0","96314","17925","6788","0","6131","30844","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Associate Power Engineer","","","","84509","121481","","96925","0","1290","0","98215","19353","7328","0","9531","36212","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Associate Power Engineer","","","","84509","121481","","119709","0","426","0","120135","23894","9050","0","13498","46442","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Associate Power Engineer","","","","84509","121481","","85825","0","0","0","85825","19346","6488","0","13498","39332","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Business Information Systems Analyst II","","","","69526","99943","","77684","6075","4014","1500","89273","15519","5873","0","1951","23343","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Business Information Systems Analyst II","","","","69526","99943","","89885","0","84","0","89969","17941","6795","0","13498","38234","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Business Information Systems Analyst II","","","","69526","99943","","79529","5850","2092","0","87471","15887","6012","0","17284","39183","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Business Information Systems Analyst II","","","","69526","99943","","92986","0","5221","0","98207","18560","7030","0","17284","42874","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Business Information Systems Analyst III","","","","76652","110187","","107098","0","2504","0","109602","21377","8097","0","13498","42972","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Business Information Systems Analyst III","","","","76652","110187","","94475","0","0","0","94475","18849","7142","0","9242","35233","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Business Information Systems Manager","","","","107857","155044","","130234","0","8653","0","138887","26004","9846","0","10192","46042","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Chief Utilities Systems Operator","","","","97830","140630","","118868","2925","16490","0","138283","23746","8986","0","13276","46008","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Cross Connection Control Specialist II","","","","57845","73819","","71941","13614","4006","0","89561","14360","5439","0","9531","29330","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Cross Connection Control Specialist II","","","","57845","73819","","56647","2154","0","1475","60276","11356","4283","0","7389","23028","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Cross Connection Control Specialist II","","","","57845","73819","","1490","0","11960","0","13450","291","113","0","0","404","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Customer Services Manager","","","","93171","133934","","2314","0","875","0","3189","452","175","0","0","627","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Data Entry Operator","","","","32739","41787","","40723","143","0","1100","41966","8128","3079","0","9369","20576","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Economic Development Manager","","","","97830","140630","","121796","0","0","0","121796","24232","9177","0","14142","47551","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Crew Supervisor","","","","99902","99902","","105019","38056","6084","3486","152645","20952","7939","0","1500","30391","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Crew Supervisor","","","","99902","99902","","99251","67989","0","6329","173569","20369","7719","0","12276","40364","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Crew Supervisor","","","","99902","99902","","101889","52357","0","2810","157056","20334","7703","0","13276","41313","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Crew Supervisor","","","","99902","99902","","86443","26282","0","19874","132599","20913","7924","0","12276","41113","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Field Manager","","","","118912","170936","","150129","0","16557","0","166686","29966","11350","0","13276","54592","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Field Superintendent","","","","97830","140630","","132427","2250","12092","0","146769","26433","10012","0","13498","49943","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Field Superintendent","","","","97830","140630","","139133","2025","4275","0","145433","27771","10519","0","9369","47659","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Meter Technician","","","","77230","77230","","77394","9755","0","203","87352","15441","5851","0","17284","38576","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Meter Technician","","","","77230","77230","","81002","12235","2599","175","96011","16162","6124","0","13276","35562","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Meter Technician","","","","77230","77230","","78790","22630","5867","175","107462","15719","5957","0","13498","35174","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Meter Technician","","","","77230","77230","","81670","9063","0","1675","92408","16296","6174","0","1805","24275","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Operations Manager","","","","118912","170936","","152043","0","5417","0","157460","30362","11494","0","13276","55132","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Designer","","","","76652","110187","","100621","0","8027","0","108648","20084","7607","0","12438","40129","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Designer","","","","76652","110187","","86281","0","0","0","86281","17225","6523","0","13498","37246","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Designer","","","","76652","110187","","94520","0","486","1500","96506","18866","7146","0","1500","27512","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Designer","","","","76652","110187","","100114","1575","3477","0","105166","19983","7569","0","4833","32385","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Designer","","","","76652","110187","","94615","0","3450","0","98065","18885","7153","0","9369","35407","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Designer","","","","76652","110187","","100296","0","3235","0","103531","20019","7582","0","6247","33848","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Designer","","","","76652","110187","","85763","0","4698","0","90461","17121","6484","0","6247","29852","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Systems Planning Manager","","","","124858","179483","","166847","0","16430","0","183277","33303","12614","0","17284","63201","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electric Utility Inspection Supervisor","","","","80485","115697","","106255","1800","3584","0","111639","21214","8033","0","4717","33964","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electrical Capital Projects Manager","","","","113250","162796","","159036","0","11748","0","170784","31744","12023","0","12438","56205","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electrical Utility Inspector","","","","58198","70803","","77131","41216","0","175","118522","15395","5831","0","17506","38732","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Electrical Utility Inspector","","","","58198","70803","","79630","111792","1964","175","193561","15886","6020","0","17506","39412","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Employee Development Specialist I","","","","57199","82224","","84341","0","8240","0","92581","16835","6376","0","6247","29458","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Energy Risk Wholesale Settlements & Regulatory Affairs Mgr","","","","118912","170936","","149759","0","0","0","149759","29900","11322","0","13498","54720","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Energy Risk/Transactions Supervisor","","","","80485","115697","","107346","0","0","1500","108846","21426","8115","0","1500","31041","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Engineering Manager","","","","102721","147661","","135576","0","12247","0","147823","27061","10249","0","9369","46679","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Engineering Manager","","","","102721","147661","","128712","0","1444","0","130156","25691","9731","0","7180","42602","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Environmental Services Manager","","","","102721","147661","","141608","0","5296","0","146904","28265","10706","0","12438","51409","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Environmental Services Specialist","","","","84509","121481","","111390","0","4166","0","115556","22233","8421","0","13276","43930","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Environmental Services Specialist","","","","84509","121481","","91269","0","2348","0","93617","18219","6900","0","17284","42403","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Environmental Services Specialist","","","","84509","121481","","106403","0","0","0","106403","21238","8044","0","13276","42558","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Environmental Services Specialist","","","","84509","121481","","15200","0","4048","0","19248","2971","1149","0","1562","5682","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Executive Assistant","","","","59218","71989","","70328","0","6718","0","77046","14038","5317","0","13276","32631","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Generation Plant Manager","","","","93171","133934","","124805","0","4084","0","128889","24911","9435","0","4833","39179","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Gis Operator I","","","","48610","62046","","60470","30","125","1100","61725","12070","4572","0","17506","34148","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Gis Operator II","","","","58698","71344","","69537","0","2053","1100","72690","13880","5257","0","17284","36421","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Gis Operator II","","","","58698","71344","","69537","0","288","1100","70925","13880","5257","0","4717","23854","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Gis Operator II","","","","58698","71344","","69537","0","7312","1100","77949","13880","5257","0","12276","31413","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Integrated Resources Manager","","","","124858","179483","","166611","0","6076","0","172687","33256","12596","0","13498","59350","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Integrated Resources Planner I","","","","80485","115697","","95742","0","0","0","95742","19122","7238","0","17284","43644","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Integrated Resources Planner II","","","","93171","133934","","106451","0","0","0","106451","21248","8048","0","6247","35543","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Laboratory Technician I","","","","39770","50315","","46646","9968","0","0","56614","9307","3526","0","11982","24815","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Laboratory Technician I","","","","39770","50315","","2068","0","0","0","2068","421","156","0","0","577","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Laboratory Technician II","","","","47694","60362","","63779","17974","2322","0","84075","12725","4822","0","12438","29985","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Crew Supervisor","","","","99902","99902","","125833","1985","3938","276","132032","25113","9513","0","12438","47064","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Crew Supervisor","","","","99902","99902","","102747","38050","7977","4351","153125","20952","7939","0","4717","33608","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","95124","46894","3481","2741","148240","18991","7191","0","13276","39458","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","55671","0","0","35005","90676","18056","6842","0","17506","42404","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","63973","37372","0","30229","131574","18357","6955","0","17284","42596","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","92002","48","1545","177","93772","18361","6955","0","13975","39291","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","86009","73221","0","2031","161261","17168","6502","0","11982","35652","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","91991","32615","0","2040","126646","18351","6955","0","4833","30139","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","89609","55742","0","3206","148557","17879","6775","0","17284","41938","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","83996","43229","0","7529","134754","17669","6696","0","9501","33866","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","71346","12476","0","175","83997","14233","5394","0","12438","32065","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","93209","51468","0","3045","147722","18592","7047","0","7180","32819","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","89174","60100","0","3244","152518","17792","6742","0","13498","38032","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","89065","33629","0","2128","124822","17769","6733","0","17506","42008","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","328","0","0","0","328","67","25","0","0","92","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","90075","30883","0","1902","122860","17973","6810","0","13276","38059","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","88951","43406","0","2587","134944","17745","6725","0","13498","37968","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","99467","68895","6875","3604","178841","19846","7520","0","17284","44650","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","81217","47584","0","1952","130753","16221","6140","0","4844","27205","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Line Mechanic","","","","78936","85384","","60283","10770","0","30682","101735","17996","6819","0","13980","38795","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","58438","30494","0","175","89107","11658","4418","0","17284","33360","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","57763","14596","1207","3295","76861","12146","4603","0","6397","23146","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","57696","9928","0","175","67799","11511","4362","0","12422","28295","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","56190","17173","0","175","73538","11213","4248","0","6247","21708","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","53638","18988","0","425","73051","10763","4074","0","8400","23237","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","57700","7864","0","1345","66909","11745","4451","0","17284","33480","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","59450","34724","0","175","94349","11860","4494","0","13276","29630","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","56491","8210","0","175","64876","11274","4271","0","12156","27701","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter","","","","51293","57699","","58885","4218","0","175","63278","11747","4452","0","13276","29475","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Maintenance Pipefitter Working Supervisor","","","","67517","67517","","67647","25261","0","2515","95423","13963","5291","0","17506","36760","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Management Assistant","","","","51881","74579","","55437","0","1276","750","57463","9861","3719","0","3386","16966","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Management Assistant","","","","51881","74579","","64398","0","1536","0","65934","12854","4868","0","6131","23853","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Management Assistant","","","","51881","74579","","62130","0","0","0","62130","12402","4697","0","7180","24279","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Management Intern","","","","47058","67645","","30731","0","0","0","30731","6791","-456","0","1133","7468","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Meter Reader","","","","40061","50690","","50690","2303","0","0","52993","10113","3832","0","4833","18778","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Meter Reader","","","","40061","50690","","50690","3217","390","0","54297","10113","3832","0","13276","27221","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Meter Reader","","","","40061","50690","","50690","2851","2145","0","55686","10113","3832","0","13276","27221","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
"2012","City","","Anaheim","Public Utilities","Meter Reader","","","","40061","50690","","51054","4405","4045","0","59504","10186","3860","0","17284","31330","2.7% @ 55","http://www.anaheim.net/title/Human+Resources/","346161","12/16/2013"
